ticket_id,client_id,department,opened_date,resolved_date,sla_hours,priority,agent_id,resolution_hours,sla_met,opened_week,month_opened,ticket_age_days,priority_level,client_name,industry,location,agent_name,team,seniority_level
T0247,C035,Cloud Services,2025-04-08 17:40:26,2025-04-11 07:32:25.675259,72,High,A024,61.866576460833336,1,15,2025-04,24,3,"Hill, Kirby and Alvarado",Retail,Derekchester,Kaitlyn Patrick,Tier 3,Junior
T0248,C016,Security,2025-04-24 18:06:41,2025-04-25 16:10:36.996560,72,High,A014,22.0655546,1,17,2025-04,8,3,Watson-Norton,Finance,East Mark,Courtney Thompson,Tier 2,Junior
T0249,C008,Security,2025-02-06 08:49:54,2025-02-06 19:45:54.530631,24,Medium,A018,10.933480730833335,1,6,2025-02,85,2,"Taylor, Graham and Bradley",Retail,Williamsport,Amy Santiago,Tier 2,Senior
T0250,C044,IT Support,2025-04-13 17:25:37,2025-04-16 14:08:01.557058,48,High,A026,68.706821405,0,15,2025-04,19,3,"Stevens, King and Wallace",Finance,Johnchester,Dan Ryan,Tier 3,Senior
T0251,C025,Networking,2025-01-16 06:32:46,2025-01-18 04:34:07.968734,72,Low,A017,46.02276909277778,1,3,2025-01,106,1,Rivera LLC,Healthcare,East Justin,Brandi Fernandez,Tier 2,Senior
T0252,C009,Networking,2024-11-08 00:36:46,2024-11-09 21:28:46.607501,48,Low,A028,44.86683541694444,1,45,2024-11,175,1,Henry-Miller,Retail,Port Joshuashire,Stefanie Palmer,Tier 2,Junior
T0253,C002,Cloud Services,2025-02-13 00:56:55,2025-02-13 04:08:02.535176,48,Medium,A013,3.1854264377777777,1,7,2025-02,78,2,"Dunn, Gomez and Harmon",Technology,Fordhaven,Tyler Rivera,Tier 2,Senior
T0254,C030,Cloud Services,2025-03-26 05:27:36,2025-03-26 13:14:14.039160,48,Medium,A015,7.7772331,1,13,2025-03,37,2,"Santana, Booth and Spears",Education,North Michele,David Perkins,Tier 1,Junior
T0255,C045,IT Support,2025-04-12 05:08:09,2025-04-14 01:07:12.915484,48,High,A006,43.98442096777778,1,15,2025-04,20,3,"Holmes, Pace and Gomez",Finance,West Carolynberg,Laura Ward,Tier 2,Junior
T0256,C024,IT Support,2025-03-28 06:27:40,2025-04-02 00:53:34.764356,72,Low,A025,114.43187898777778,0,13,2025-03,35,1,"Davis, Craig and Griffith",Healthcare,Rodriguezside,Heather Eaton,Tier 2,Mid
T0257,C022,Cloud Services,2025-01-07 21:18:49,2025-01-09 13:55:30.894506,24,Medium,A010,40.61163736277778,0,2,2025-01,115,2,Ochoa and Sons,Technology,North John,Donna Osborne DVM,Tier 2,Junior
T0258,C033,Networking,2025-03-03 21:49:03,2025-03-06 21:35:20.107676,72,Medium,A009,71.77141879888889,1,10,2025-03,60,2,Sullivan Group,Education,Port Dianastad,Rachel Fletcher,Tier 2,Senior
T0259,C026,Networking,2024-12-30 12:58:45,2024-12-31 09:42:11.035579,24,Medium,A006,20.723898771944445,1,1,2024-12,123,2,Parker-Mitchell,Retail,South Charles,Laura Ward,Tier 2,Junior
T0260,C050,Security,2025-04-08 11:39:17,2025-04-10 03:53:29.607396,48,Low,A023,40.23683538777778,1,15,2025-04,24,1,Alvarado Ltd,Education,Port Davidville,Zachary Adams,Tier 3,Senior
T0261,C003,Security,2025-04-07 18:46:03,2025-04-10 00:02:21.859501,72,Low,A006,53.27190541694444,1,15,2025-04,25,1,Herrera Inc,Retail,Erikahaven,Laura Ward,Tier 2,Junior
T0262,C041,Networking,2024-11-04 05:16:52,2024-11-06 03:17:53.355354,48,High,A008,46.01704315388889,1,45,2024-11,179,3,Brown-Hudson,Education,Karenmouth,Jacqueline Smith,Tier 2,Junior
T0263,C047,Security,2024-11-06 10:18:06,2024-11-08 22:24:03.259312,72,Medium,A011,60.09923869777778,1,45,2024-11,177,2,Morrison-Reyes,Finance,South Brenda,Eric Morris,Tier 2,Junior
T0264,C022,Networking,2025-02-03 00:07:33,2025-02-07 12:13:27.295087,48,Medium,A009,108.09841530194444,0,6,2025-02,89,2,Ochoa and Sons,Technology,North John,Rachel Fletcher,Tier 2,Senior
T0265,C018,Networking,2025-03-20 09:45:49,2025-03-20 18:21:41.980586,48,Medium,A012,8.598050162777778,1,12,2025-03,43,2,"Turner, Cameron and Woodard",Technology,Port Crystalville,Lindsay Cook,Tier 2,Junior
T0266,C019,Security,2024-12-26 19:05:36,2024-12-27 03:26:10.624870,72,Medium,A013,8.342951352777778,1,52,2024-12,127,2,Smith Ltd,Healthcare,Jamesville,Tyler Rivera,Tier 2,Senior
T0267,C032,Security,2025-03-26 22:55:18,2025-03-27 08:34:17.211567,72,Low,A006,9.649780990833333,1,13,2025-03,37,1,"Navarro, Franklin and Mosley",Education,Victoriaview,Laura Ward,Tier 2,Junior
T0268,C032,Cloud Services,2025-03-21 09:05:41,2025-03-23 22:03:37.552785,48,High,A003,60.965709106944445,0,12,2025-03,42,3,"Navarro, Franklin and Mosley",Education,Victoriaview,Michael Lloyd,Tier 1,Junior
T0269,C029,Networking,2025-03-04 23:55:21,2025-03-05 04:00:16.294708,48,Low,A001,4.082026307777777,1,10,2025-03,59,1,Stuart and Sons,Education,Lake Meghan,Lisa Dennis,Tier 3,Mid
T0270,C021,Security,2025-02-28 20:37:59,2025-03-04 12:43:58.367786,24,Medium,A024,88.099824385,0,9,2025-02,63,2,Lopez and Sons,Finance,Stephensonbury,Kaitlyn Patrick,Tier 3,Junior
T0271,C044,Networking,2025-04-22 22:33:25,2025-04-24 01:09:38.290523,48,High,A024,26.603691811944444,1,17,2025-04,10,3,"Stevens, King and Wallace",Finance,Johnchester,Kaitlyn Patrick,Tier 3,Junior
T0272,C041,Cloud Services,2025-02-22 07:55:42,2025-02-23 21:32:50.492980,48,Low,A002,37.61902582777778,1,8,2025-02,69,1,Brown-Hudson,Education,Karenmouth,Michelle Henderson,Tier 3,Senior
T0273,C034,Cloud Services,2025-04-24 22:46:32,2025-04-26 06:47:00.967662,72,Medium,A010,32.00804657277778,1,17,2025-04,8,2,Johnson-Baldwin,Healthcare,Yangborough,Donna Osborne DVM,Tier 2,Junior
T0274,C012,Security,2025-05-02 07:55:57,2025-05-12 00:29:53.510589,48,Medium,A008,232.56569738583332,0,18,2025-05,0,2,Dominguez-Steele,Retail,Georgemouth,Jacqueline Smith,Tier 2,Junior
T0275,C026,Cloud Services,2025-01-25 16:11:32,2025-01-29 06:58:13.153379,48,Medium,A030,86.77809816083334,0,4,2025-01,97,2,Parker-Mitchell,Retail,South Charles,Kathleen Sullivan,Tier 1,Junior
T0276,C014,Networking,2025-01-28 16:49:14,2025-01-29 02:19:39.556101,48,Low,A005,9.507098916944445,1,5,2025-01,94,1,Mendez Group,Finance,Shannonbury,Kimberly Harvey,Tier 3,Junior
T0277,C047,Networking,2024-11-27 05:23:23,2024-11-27 08:49:42.156880,48,Medium,A025,3.438654688888889,1,48,2024-11,156,2,Morrison-Reyes,Finance,South Brenda,Heather Eaton,Tier 2,Mid
T0278,C017,Security,2025-01-27 01:55:00,2025-01-29 06:04:15.698037,24,Medium,A028,52.15436056583333,0,5,2025-01,95,2,Pollard-Simmons,Education,South Codyfurt,Stefanie Palmer,Tier 2,Junior
T0279,C001,Cloud Services,2025-01-12 06:56:05,2025-01-12 21:16:00.640136,48,Medium,A004,14.33212226,1,2,2025-01,110,2,"Reese, Brown and Carpenter",Education,North Chasefort,Michelle Allen,Tier 3,Mid
T0280,C011,Networking,2025-03-30 20:28:13,2025-04-06 20:29:58.486523,48,Low,A014,168.02930181194446,0,13,2025-03,33,1,Smith Ltd,Education,Lake Sara,Courtney Thompson,Tier 2,Junior
T0281,C012,Networking,2025-03-01 08:54:36,2025-03-02 04:11:48.051887,48,Low,A005,19.28668107972222,1,9,2025-03,62,1,Dominguez-Steele,Retail,Georgemouth,Kimberly Harvey,Tier 3,Junior
T0282,C001,IT Support,2025-04-25 12:51:24,2025-04-26 02:34:59.484150,48,Low,A020,13.726523375,1,17,2025-04,7,1,"Reese, Brown and Carpenter",Education,North Chasefort,Alexander Morton,Tier 2,Senior
T0283,C047,IT Support,2025-01-15 17:41:34,2025-01-16 16:35:19.911612,48,Medium,A017,22.89608655888889,1,3,2025-01,107,2,Morrison-Reyes,Finance,South Brenda,Brandi Fernandez,Tier 2,Senior
T0284,C028,Security,2024-12-02 09:29:12,2024-12-06 02:43:05.902387,72,High,A012,89.23163955194444,0,49,2024-12,151,3,"Lee, Frye and Gonzalez",Finance,Butlermouth,Lindsay Cook,Tier 2,Junior
T0285,C014,Networking,2025-03-15 06:25:56,2025-03-16 19:41:44.806848,24,Low,A005,37.26355745777778,0,11,2025-03,48,1,Mendez Group,Finance,Shannonbury,Kimberly Harvey,Tier 3,Junior
T0286,C035,Networking,2025-02-13 16:36:50,2025-02-19 05:00:58.272292,24,Low,A027,132.4022978588889,0,7,2025-02,78,1,"Hill, Kirby and Alvarado",Retail,Derekchester,Timothy Smith,Tier 1,Mid
T0287,C014,Cloud Services,2025-04-20 18:58:01,2025-04-21 13:12:29.425591,48,Low,A021,18.241229330833335,1,16,2025-04,12,1,Mendez Group,Finance,Shannonbury,Dakota Smith,Tier 2,Senior
T0288,C034,IT Support,2024-12-19 13:42:09,2024-12-20 21:04:53.296374,48,Medium,A025,31.378971215,1,51,2024-12,134,2,Johnson-Baldwin,Healthcare,Yangborough,Heather Eaton,Tier 2,Mid
T0289,C043,Networking,2025-02-12 05:37:46,2025-02-13 23:16:56.278774,48,Medium,A006,41.652855215,1,7,2025-02,79,2,Clark PLC,Education,Jenniferfurt,Laura Ward,Tier 2,Junior
T0290,C045,Cloud Services,2024-12-28 03:21:26,2024-12-28 10:34:38.136087,24,Medium,A010,7.220037801944444,1,52,2024-12,125,2,"Holmes, Pace and Gomez",Finance,West Carolynberg,Donna Osborne DVM,Tier 2,Junior
T0291,C021,IT Support,2025-02-07 19:03:22,2025-02-10 10:25:20.137274,24,Medium,A029,63.36614924277778,0,6,2025-02,84,2,Lopez and Sons,Finance,Stephensonbury,Sherry Phillips,Tier 1,Senior
T0292,C022,Security,2025-01-11 00:38:23,2025-01-12 04:47:36.738708,72,Medium,A023,28.153816307777777,1,2,2025-01,111,2,Ochoa and Sons,Technology,North John,Zachary Adams,Tier 3,Senior
T0293,C030,Networking,2024-11-14 04:54:15,2024-11-21 21:30:13.984191,48,Low,A026,184.59971783083333,0,46,2024-11,169,1,"Santana, Booth and Spears",Education,North Michele,Dan Ryan,Tier 3,Senior
T0294,C012,Security,2024-11-21 03:04:14,2024-11-25 04:35:54.726740,48,High,A014,97.52797965,0,47,2024-11,162,3,Dominguez-Steele,Retail,Georgemouth,Courtney Thompson,Tier 2,Junior
T0295,C031,Cloud Services,2025-01-03 09:04:12,2025-01-08 09:31:05.295360,48,High,A016,120.4481376,0,1,2025-01,119,3,Serrano-Larsen,Retail,Tonyborough,Erica Rich,Tier 3,Senior
T0296,C028,Networking,2024-12-02 10:25:47,2024-12-04 12:59:26.076246,24,High,A006,50.56085451277778,0,49,2024-12,151,3,"Lee, Frye and Gonzalez",Finance,Butlermouth,Laura Ward,Tier 2,Junior
T0297,C025,Cloud Services,2025-02-24 13:55:41,2025-02-25 08:18:24.254256,72,Medium,A021,18.37868173777778,1,9,2025-02,67,2,Rivera LLC,Healthcare,East Justin,Dakota Smith,Tier 2,Senior
T0298,C004,Networking,2024-11-17 21:12:44,2024-11-19 13:23:27.122302,72,Medium,A014,40.17864508388889,1,46,2024-11,166,2,"Wheeler, Beasley and Knight",Technology,North Louisborough,Courtney Thompson,Tier 2,Junior
T0299,C034,Networking,2025-04-11 05:20:29,2025-04-16 10:06:29.013677,48,High,A023,124.76667046583334,0,15,2025-04,21,3,Johnson-Baldwin,Healthcare,Yangborough,Zachary Adams,Tier 3,Senior
T0300,C024,Networking,2025-02-19 00:24:27,2025-02-20 03:51:42.119438,72,Medium,A025,27.454199843888887,1,8,2025-02,73,2,"Davis, Craig and Griffith",Healthcare,Rodriguezside,Heather Eaton,Tier 2,Mid
T0301,C007,Security,2025-01-18 10:15:15,2025-01-19 05:21:40.528809,48,Medium,A028,19.10709133583333,1,3,2025-01,104,2,Ortega-Guerrero,Retail,North Ricardo,Stefanie Palmer,Tier 2,Junior
T0302,C032,IT Support,2025-03-14 17:17:29,2025-03-16 07:27:35.981247,48,Medium,A006,38.16860590194444,1,11,2025-03,49,2,"Navarro, Franklin and Mosley",Education,Victoriaview,Laura Ward,Tier 2,Junior
T0303,C046,Networking,2025-04-11 07:59:41,2025-04-11 11:38:36.061649,48,Medium,A014,3.6486282358333333,1,15,2025-04,21,2,Summers Inc,Healthcare,Davidton,Courtney Thompson,Tier 2,Junior
T0304,C008,Cloud Services,2025-01-18 06:57:35,2025-01-19 16:16:24.800211,48,High,A028,33.31383339194444,1,3,2025-01,104,3,"Taylor, Graham and Bradley",Retail,Williamsport,Stefanie Palmer,Tier 2,Junior
T0305,C012,IT Support,2024-11-16 18:40:28,2024-11-16 19:55:16.748520,48,Medium,A005,1.246874588888889,1,46,2024-11,167,2,Dominguez-Steele,Retail,Georgemouth,Kimberly Harvey,Tier 3,Junior
T0306,C043,Cloud Services,2025-01-06 00:38:47,2025-01-06 14:12:15.275998,48,Medium,A014,13.557854443888887,1,2,2025-01,116,2,Clark PLC,Education,Jenniferfurt,Courtney Thompson,Tier 2,Junior
T0307,C045,IT Support,2024-11-20 20:47:01,2024-11-23 09:33:55.003734,72,Low,A023,60.781667703888886,1,47,2024-11,163,1,"Holmes, Pace and Gomez",Finance,West Carolynberg,Zachary Adams,Tier 3,Senior
T0308,C015,IT Support,2024-12-04 01:17:40,2024-12-08 14:16:00.279280,24,Medium,A019,108.9722998,0,49,2024-12,149,2,Watson LLC,Education,Josephhaven,Gina Garcia,Tier 2,Junior
T0309,C022,Security,2024-12-23 10:30:12,2024-12-23 13:29:13.231054,72,Low,A029,2.983675292777778,1,52,2024-12,130,1,Ochoa and Sons,Technology,North John,Sherry Phillips,Tier 1,Senior
T0310,C046,Security,2025-04-10 06:11:10,2025-04-12 04:17:48.443129,48,High,A028,46.11067864694444,1,15,2025-04,22,3,Summers Inc,Healthcare,Davidton,Stefanie Palmer,Tier 2,Junior
T0311,C036,Networking,2025-03-03 00:21:09,2025-03-04 13:32:18.393471,48,Medium,A017,37.18594263083333,1,10,2025-03,61,2,Medina-Taylor,Technology,New Joshuabury,Brandi Fernandez,Tier 2,Senior
T0312,C030,Security,2025-02-04 02:24:29,2025-02-11 14:54:23.650670,72,Low,A012,180.498514075,0,6,2025-02,87,1,"Santana, Booth and Spears",Education,North Michele,Lindsay Cook,Tier 2,Junior
T0313,C007,Security,2025-02-28 19:17:56,2025-03-01 04:54:31.693823,48,Low,A010,9.609914950833334,1,9,2025-02,63,1,Ortega-Guerrero,Retail,North Ricardo,Donna Osborne DVM,Tier 2,Junior
T0314,C020,Cloud Services,2025-01-27 05:37:51,2025-01-27 15:27:48.649303,72,Low,A022,9.832680361944444,1,5,2025-01,95,1,"Garza, Lewis and Wilson",Education,Rodriguezburgh,Michael Nunez,Tier 2,Junior
T0315,C042,Security,2025-01-31 05:11:55,2025-02-01 19:33:04.144000,24,High,A023,38.35254,0,5,2025-01,91,3,"Martinez, Ramirez and Bailey",Healthcare,Williamsville,Zachary Adams,Tier 3,Senior
T0316,C028,IT Support,2025-03-18 04:57:15,2025-03-20 05:43:31.930563,48,Medium,A015,48.77136960083333,0,12,2025-03,45,2,"Lee, Frye and Gonzalez",Finance,Butlermouth,David Perkins,Tier 1,Junior
T0317,C042,Cloud Services,2024-12-15 16:28:05,2024-12-17 13:47:10.156781,48,Medium,A017,45.31809910583333,1,50,2024-12,138,2,"Martinez, Ramirez and Bailey",Healthcare,Williamsville,Brandi Fernandez,Tier 2,Senior
T0318,C050,Cloud Services,2025-03-13 00:55:22,2025-03-13 13:53:54.611803,72,High,A028,12.975725500833333,1,11,2025-03,50,3,Alvarado Ltd,Education,Port Davidville,Stefanie Palmer,Tier 2,Junior
T0319,C019,Cloud Services,2025-04-18 10:41:38,2025-04-20 16:07:02.525267,72,Low,A023,53.42347924083333,1,16,2025-04,14,1,Smith Ltd,Healthcare,Jamesville,Zachary Adams,Tier 3,Senior
T0320,C035,Cloud Services,2025-01-08 09:37:00,2025-01-10 04:01:04.625982,24,High,A023,42.401284995,0,2,2025-01,114,3,"Hill, Kirby and Alvarado",Retail,Derekchester,Zachary Adams,Tier 3,Senior
T0321,C037,Security,2024-11-02 02:45:35,2024-11-03 15:33:04.175054,24,Low,A007,36.791437515,0,44,2024-11,181,1,Bowen-Jones,Retail,East Alicia,Veronica Vargas,Tier 1,Junior
T0322,C014,IT Support,2025-04-04 07:27:27,2025-04-05 21:26:05.567431,48,Medium,A030,37.97737984194445,1,14,2025-04,28,2,Mendez Group,Finance,Shannonbury,Kathleen Sullivan,Tier 1,Junior
T0323,C007,IT Support,2025-01-15 09:22:01,2025-01-15 16:42:20.092962,48,Medium,A010,7.338636933888888,1,3,2025-01,107,2,Ortega-Guerrero,Retail,North Ricardo,Donna Osborne DVM,Tier 2,Junior
T0324,C049,Security,2024-11-16 21:07:50,2024-11-17 23:57:39.208271,72,High,A028,26.830335630833332,1,46,2024-11,167,3,Thomas Ltd,Finance,Cabreraport,Stefanie Palmer,Tier 2,Junior
T0325,C038,Networking,2025-03-04 10:56:05,2025-03-07 20:54:05.379844,48,High,A013,81.96677217888889,0,10,2025-03,59,3,Johnson-Daniels,Technology,North Christopher,Tyler Rivera,Tier 2,Senior
T0326,C033,Cloud Services,2025-02-18 00:52:26,2025-02-18 04:50:45.318774,24,Low,A008,3.9720329927777778,1,8,2025-02,73,1,Sullivan Group,Education,Port Dianastad,Jacqueline Smith,Tier 2,Junior
T0327,C039,Cloud Services,2024-11-14 05:24:29,2024-11-15 03:21:15.833925,48,Medium,A028,21.946342756944443,1,46,2024-11,169,2,"Cummings, Hopkins and Williams",Healthcare,Wallacebury,Stefanie Palmer,Tier 2,Junior
T0328,C027,Cloud Services,2024-11-21 04:55:23,2024-11-21 08:17:00.183053,72,Medium,A006,3.3603286258333336,1,47,2024-11,162,2,Strong LLC,Retail,East Megan,Laura Ward,Tier 2,Junior
T0329,C044,IT Support,2025-02-23 01:07:37,2025-02-24 20:15:14.389486,48,Medium,A022,43.127052635,1,8,2025-02,68,2,"Stevens, King and Wallace",Finance,Johnchester,Michael Nunez,Tier 2,Junior
T0330,C002,Networking,2025-04-07 12:43:45,2025-04-09 17:52:13.461217,72,Medium,A002,53.14123922694444,1,15,2025-04,25,2,"Dunn, Gomez and Harmon",Technology,Fordhaven,Michelle Henderson,Tier 3,Senior
T0331,C022,Cloud Services,2025-04-06 03:20:27,2025-04-07 07:43:10.992346,48,Low,A005,28.37888676277778,1,14,2025-04,26,1,Ochoa and Sons,Technology,North John,Kimberly Harvey,Tier 3,Junior
T0332,C016,Networking,2025-04-30 14:35:13,2025-04-30 23:50:18.327355,48,Low,A025,9.251479820833334,1,18,2025-04,2,1,Watson-Norton,Finance,East Mark,Heather Eaton,Tier 2,Mid
T0333,C016,Cloud Services,2024-12-21 06:08:12,2024-12-24 16:55:52.115155,24,High,A003,82.79447643194445,0,51,2024-12,132,3,Watson-Norton,Finance,East Mark,Michael Lloyd,Tier 1,Junior
T0334,C028,Security,2025-04-17 14:01:13,2025-04-22 19:46:03.154900,48,Low,A005,125.74726525000001,0,16,2025-04,15,1,"Lee, Frye and Gonzalez",Finance,Butlermouth,Kimberly Harvey,Tier 3,Junior
T0335,C001,IT Support,2025-04-21 08:00:51,2025-04-24 00:09:21.350036,72,Medium,A020,64.14176389888888,1,17,2025-04,11,2,"Reese, Brown and Carpenter",Education,North Chasefort,Alexander Morton,Tier 2,Senior
T0336,C039,Cloud Services,2025-03-05 20:18:26,2025-03-07 19:12:22.805842,24,Low,A016,46.89911273388889,0,10,2025-03,58,1,"Cummings, Hopkins and Williams",Healthcare,Wallacebury,Erica Rich,Tier 3,Senior
T0337,C014,Cloud Services,2025-02-16 02:42:01,2025-02-17 12:37:56.505416,24,Medium,A018,33.93208483777778,0,7,2025-02,75,2,Mendez Group,Finance,Shannonbury,Amy Santiago,Tier 2,Senior
T0338,C002,Security,2025-02-13 08:48:42,2025-02-14 04:52:42.040857,48,Low,A001,20.066678015833332,1,7,2025-02,78,1,"Dunn, Gomez and Harmon",Technology,Fordhaven,Lisa Dennis,Tier 3,Mid
T0339,C023,Networking,2025-03-09 02:44:42,2025-03-09 20:14:44.555470,48,Medium,A023,17.500709852777778,1,10,2025-03,54,2,Reese and Sons,Education,East Tinaside,Zachary Adams,Tier 3,Senior
T0340,C015,Networking,2025-01-26 23:06:51,2025-01-27 07:35:02.570426,72,Medium,A020,8.469880673888888,1,4,2025-01,96,2,Watson LLC,Education,Josephhaven,Alexander Morton,Tier 2,Senior
T0341,C042,Networking,2025-03-02 22:56:05,2025-03-03 10:09:32.324566,72,High,A003,11.22425682388889,1,9,2025-03,61,3,"Martinez, Ramirez and Bailey",Healthcare,Williamsville,Michael Lloyd,Tier 1,Junior
T0342,C014,Networking,2025-01-11 08:56:15,2025-01-13 14:47:00.355826,48,Low,A007,53.84593217388889,0,2,2025-01,111,1,Mendez Group,Finance,Shannonbury,Veronica Vargas,Tier 1,Junior
T0343,C021,Security,2024-11-28 22:06:17,2024-11-29 15:32:49.387064,24,Low,A002,17.44232974,1,48,2024-11,155,1,Lopez and Sons,Finance,Stephensonbury,Michelle Henderson,Tier 3,Senior
T0344,C018,Cloud Services,2025-03-30 10:31:45,2025-03-30 22:40:41.720158,72,High,A002,12.149088932777778,1,13,2025-03,33,3,"Turner, Cameron and Woodard",Technology,Port Crystalville,Michelle Henderson,Tier 3,Senior
T0345,C036,Security,2025-03-11 07:09:58,2025-03-11 13:59:24.666475,72,Medium,A014,6.824074020833334,1,11,2025-03,52,2,Medina-Taylor,Technology,New Joshuabury,Courtney Thompson,Tier 2,Junior
T0346,C003,Security,2025-02-18 05:37:21,2025-02-22 19:19:09.606892,72,Medium,A025,109.69683524777778,0,8,2025-02,73,2,Herrera Inc,Retail,Erikahaven,Heather Eaton,Tier 2,Mid
T0347,C021,Networking,2025-04-22 05:46:58,2025-04-24 10:27:51.793681,24,Medium,A015,52.68160935583334,0,17,2025-04,10,2,Lopez and Sons,Finance,Stephensonbury,David Perkins,Tier 1,Junior
T0348,C032,Cloud Services,2025-01-30 07:42:53,2025-02-05 22:06:44.937148,48,Medium,A013,158.39776031888888,0,5,2025-01,92,2,"Navarro, Franklin and Mosley",Education,Victoriaview,Tyler Rivera,Tier 2,Senior
T0349,C029,Cloud Services,2025-04-05 19:00:41,2025-04-11 07:17:43.160722,72,High,A029,132.2839335338889,0,14,2025-04,27,3,Stuart and Sons,Education,Lake Meghan,Sherry Phillips,Tier 1,Senior
T0350,C023,Security,2024-11-28 20:19:57,2024-11-28 21:11:20.807520,48,Medium,A005,0.8566132,1,48,2024-11,155,2,Reese and Sons,Education,East Tinaside,Kimberly Harvey,Tier 3,Junior
T0351,C002,Networking,2025-04-20 10:53:34,2025-04-23 11:44:14.501230,48,High,A029,72.844583675,0,16,2025-04,12,3,"Dunn, Gomez and Harmon",Technology,Fordhaven,Sherry Phillips,Tier 1,Senior
T0352,C023,Security,2025-02-13 15:24:27,2025-02-15 13:47:17.279599,48,Low,A021,46.38063322194444,1,7,2025-02,78,1,Reese and Sons,Education,East Tinaside,Dakota Smith,Tier 2,Senior
T0353,C007,Cloud Services,2024-11-22 08:14:54,2024-11-22 14:27:35.772560,48,Medium,A001,6.21160348888889,1,47,2024-11,161,2,Ortega-Guerrero,Retail,North Ricardo,Lisa Dennis,Tier 3,Mid
T0354,C017,IT Support,2025-02-23 07:25:11,2025-02-24 17:36:14.192421,72,Medium,A020,34.184220116944445,1,8,2025-02,68,2,Pollard-Simmons,Education,South Codyfurt,Alexander Morton,Tier 2,Senior
T0355,C038,Security,2025-03-12 14:59:04,2025-03-13 00:08:44.785865,48,Medium,A005,9.161329406944445,1,11,2025-03,51,2,Johnson-Daniels,Technology,North Christopher,Kimberly Harvey,Tier 3,Junior
T0356,C035,Security,2025-02-21 03:54:16,2025-02-25 12:23:39.319135,48,Medium,A022,104.48981087083334,0,8,2025-02,70,2,"Hill, Kirby and Alvarado",Retail,Derekchester,Michael Nunez,Tier 2,Junior
T0357,C022,IT Support,2025-03-30 11:25:41,2025-04-02 23:47:30.435387,72,Low,A002,84.36373205194444,0,13,2025-03,33,1,Ochoa and Sons,Technology,North John,Michelle Henderson,Tier 3,Senior
T0358,C038,Security,2025-01-20 23:21:01,2025-01-21 06:14:42.642354,48,Medium,A023,6.894900653888889,1,4,2025-01,102,2,Johnson-Daniels,Technology,North Christopher,Zachary Adams,Tier 3,Senior
T0359,C001,IT Support,2024-11-09 11:29:49,2024-11-09 18:34:31.421555,48,Low,A018,7.078450431944445,1,45,2024-11,174,1,"Reese, Brown and Carpenter",Education,North Chasefort,Amy Santiago,Tier 2,Senior
T0360,C037,IT Support,2025-04-13 09:34:32,2025-04-15 09:12:31.626200,24,Low,A017,47.6332295,0,15,2025-04,19,1,Bowen-Jones,Retail,East Alicia,Brandi Fernandez,Tier 2,Senior
T0361,C021,Cloud Services,2024-11-20 00:55:22,2024-11-20 06:30:07.832083,48,Low,A021,5.579397800833334,1,47,2024-11,163,1,Lopez and Sons,Finance,Stephensonbury,Dakota Smith,Tier 2,Senior
T0362,C048,Cloud Services,2024-11-09 03:15:23,2024-11-10 11:24:42.019916,24,Medium,A003,32.15528331,0,45,2024-11,174,2,Lewis-Cole,Technology,North Patrickville,Michael Lloyd,Tier 1,Junior
T0363,C038,Networking,2025-01-14 07:54:24,2025-01-15 06:32:06.394900,48,Medium,A013,22.628443027777777,1,3,2025-01,108,2,Johnson-Daniels,Technology,North Christopher,Tyler Rivera,Tier 2,Senior
T0364,C009,IT Support,2025-04-22 04:35:59,2025-04-22 11:27:29.279924,24,Medium,A028,6.85841109,1,17,2025-04,10,2,Henry-Miller,Retail,Port Joshuashire,Stefanie Palmer,Tier 2,Junior
T0365,C050,Networking,2024-12-24 20:40:54,2024-12-25 00:29:50.641946,48,Low,A008,3.8157338738888886,1,52,2024-12,129,1,Alvarado Ltd,Education,Port Davidville,Jacqueline Smith,Tier 2,Junior
T0366,C034,Cloud Services,2025-02-03 23:14:11,2025-02-05 04:56:41.401539,48,High,A008,29.708444871944444,1,6,2025-02,88,3,Johnson-Baldwin,Healthcare,Yangborough,Jacqueline Smith,Tier 2,Junior
T0367,C023,Cloud Services,2025-01-12 19:46:49,2025-01-13 08:08:13.000408,72,High,A005,12.35666678,1,2,2025-01,110,3,Reese and Sons,Education,East Tinaside,Kimberly Harvey,Tier 3,Junior
T0368,C037,Cloud Services,2025-03-01 02:31:15,2025-03-03 18:42:32.131628,48,Low,A025,64.18809211888889,0,9,2025-03,62,1,Bowen-Jones,Retail,East Alicia,Heather Eaton,Tier 2,Mid
T0369,C024,Security,2025-01-30 06:13:42,2025-02-02 00:02:51.808791,48,Low,A005,65.81939133083333,0,5,2025-01,92,1,"Davis, Craig and Griffith",Healthcare,Rodriguezside,Kimberly Harvey,Tier 3,Junior
T0370,C031,Networking,2025-01-30 12:59:27,2025-01-31 23:05:33.567627,48,High,A020,34.10182434083333,1,5,2025-01,92,3,Serrano-Larsen,Retail,Tonyborough,Alexander Morton,Tier 2,Senior
T0371,C028,Security,2025-03-31 02:12:41,2025-04-03 01:44:13.079313,48,Low,A005,71.52557758694444,0,14,2025-03,32,1,"Lee, Frye and Gonzalez",Finance,Butlermouth,Kimberly Harvey,Tier 3,Junior
